info @storybook/react v6.4.0
info 
info => Cleaning outputDir: C:\\Users\\mark\\AppData\\Local\\Temp\\chromatic--58512-d9QU5v4gBxJZ
info => Loading presets
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules\react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-server\node_modules\@storybook\core-client\dist\esm\globals\polyfills.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-server\node_modules\@storybook\core-client\dist\esm\globals\globals.js C:\Users\mark\Desktop\sandbox\taskbox\storybook-init-framework-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\common\config.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\config.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\react\dist\esm\client\preview\config-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-links\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preset\addArgs.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addParameter.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-measure\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-interactions\dist\esm\preset\argsEnhancers.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\.storybook\preview.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 15% building 48/70 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 15% building 49/70 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 50/70 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 51/70 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 52/70 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 53/70 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 54/70 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 55/70 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 56/70 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 57/70 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 16% building 58/70 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 17% building 59/70 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 17% building 60/70 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 17% building 60/71 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react\jsx-runtime.js
<s> [webpack.Progress] 17% building 61/71 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react\jsx-runtime.js
<s> [webpack.Progress] 17% building 61/72 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\mark\Desktop\sandbox\taskbox\src\components\TaskList.js
<s> [webpack.Progress] 17% building 61/73 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\index.js
<s> [webpack.Progress] 17% building 61/74 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\airbnb-js-shims\index.js
<s> [webpack.Progress] 17% building 61/75 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 17% building 62/75 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 17% building 63/75 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 17% building 64/75 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 17% building 65/75 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 17% building 66/75 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 18% building 67/75 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 18% building 68/75 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 18% building 69/75 modules 6 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\global\window.js
<s> [webpack.Progress] 18% building 69/76 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.concat.js
<s> [webpack.Progress] 18% building 69/77 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-links\dist\esm\preview.js
<s> [webpack.Progress] 18% building 69/78 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\constants.js
<s> [webpack.Progress] 18% building 69/79 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-measure\dist\esm\util.js
<s> [webpack.Progress] 18% building 69/80 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\outlineCSS.js
<s> [webpack.Progress] 18% building 70/80 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\outlineCSS.js
<s> [webpack.Progress] 18% building 71/80 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\outlineCSS.js
<s> [webpack.Progress] 18% building 72/80 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\outlineCSS.js
<s> [webpack.Progress] 18% building 73/80 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\outlineCSS.js
<s> [webpack.Progress] 18% building 73/81 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\instrumenter\dist\esm\index.js
<s> [webpack.Progress] 18% building 73/82 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addons\dist\esm\public_api.js
<s> [webpack.Progress] 18% building 73/83 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-events\dist\esm\index.js
<s> [webpack.Progress] 18% building 73/84 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\asyncToGenerator.js
<s> [webpack.Progress] 18% building 73/85 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\objectSpread2.js
<s> [webpack.Progress] 18% building 73/86 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\helpers\esm\toConsumableArray.js
<s> [webpack.Progress] 18% building 73/87 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\decorators\index.js
<s> [webpack.Progress] 18% building 73/88 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-interactions\node_modules\jest-mock\build\index.js
<s> [webpack.Progress] 18% building 73/89 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\index.js
<s> [webpack.Progress] 18% building 74/89 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\index.js
<s> [webpack.Progress] 19% building 75/89 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\index.js
<s> [webpack.Progress] 19% building 76/89 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\index.js
<s> [webpack.Progress] 19% building 77/89 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\index.js
<s> [webpack.Progress] 19% building 78/89 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\index.js
<s> [webpack.Progress] 19% building 78/90 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react\index.js
<s> [webpack.Progress] 19% building 78/91 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.match.js
<s> [webpack.Progress] 19% building 78/92 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.object.assign.js
<s> [webpack.Progress] 19% building 78/93 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\webpack\buildin\global.js
<s> [webpack.Progress] 19% building 78/94 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\index.js
<s> [webpack.Progress] 19% building 78/95 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 79/95 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 79/96 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 19% building 80/96 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 19% building 81/96 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 19% building 82/96 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 19% building 83/96 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 20% building 84/96 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 20% building 85/96 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 20% building 86/96 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 20% building 87/96 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 20% building 88/96 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 20% building 88/97 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.split.js
<s> [webpack.Progress] 20% building 88/98 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\index.js
<s> [webpack.Progress] 20% building 88/99 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 20% building 89/99 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 20% building 90/99 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 20% building 91/99 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 20% building 91/100 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@reduxjs\toolkit\dist\redux-toolkit.esm.js
<s> [webpack.Progress] 20% building 91/101 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\export.js
<s> [webpack.Progress] 20% building 91/102 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\to-string-tag-support.js
<s> [webpack.Progress] 20% building 91/103 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\string-multibyte.js
<s> [webpack.Progress] 20% building 91/104 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\define-well-known-symbol.js
<s> [webpack.Progress] 20% building 91/105 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\to-indexed-object.js
<s> [webpack.Progress] 20% building 91/106 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\global.js
<s> [webpack.Progress] 20% building 91/107 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\descriptors.js
<s> [webpack.Progress] 20% building 91/108 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\redefine.js
<s> [webpack.Progress] 20% building 91/109 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\array-method-has-species-support.js
<s> [webpack.Progress] 20% building 91/110 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\array-iteration.js
<s> [webpack.Progress] 20% building 91/111 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\regexp-flags.js
<s> [webpack.Progress] 21% building 92/111 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\regexp-flags.js
<s> [webpack.Progress] 21% building 92/112 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\features\symbol\index.js
<s> [webpack.Progress] 21% building 93/112 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\features\symbol\index.js
<s> [webpack.Progress] 21% building 94/112 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\features\symbol\index.js
<s> [webpack.Progress] 21% building 94/113 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\dist\esm\index.js
<s> [webpack.Progress] 21% building 95/113 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\testing-library\dist\esm\index.js
<s> [webpack.Progress] 21% building 95/114 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\react\dist\esm\client\preview\index.js
<s> [webpack.Progress] 21% building 95/115 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\react\dist\esm\client\preview\types-6-0.js
<s> [webpack.Progress] 21% building 95/116 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-define-property.js
<s> [webpack.Progress] 21% building 95/117 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react\cjs\react.production.min.js
<s> [webpack.Progress] 21% building 96/117 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react\cjs\react.production.min.js
<s> [webpack.Progress] 21% building 97/117 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react\cjs\react.production.min.js
<s> [webpack.Progress] 21% building 97/118 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.replace.js
<s> [webpack.Progress] 21% building 97/119 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\web.dom-collections.for-each.js
<s> [webpack.Progress] 21% building 98/119 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\web.dom-collections.for-each.js
<s> [webpack.Progress] 21% building 98/120 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.map.js
<s> [webpack.Progress] 21% building 98/121 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.join.js
<s> [webpack.Progress] 21% building 99/121 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.join.js
<s> [webpack.Progress] 21% building 99/122 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 100/122 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 101/122 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 102/122 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 103/122 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 104/122 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 105/122 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 106/122 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 107/122 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 22% building 108/122 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 23% building 109/122 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 23% building 110/122 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 23% building 111/122 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\ClientApi.js
<s> [webpack.Progress] 23% building 111/123 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\queryparams.js
<s> [webpack.Progress] 23% building 111/124 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\builder-webpack4\node_modules\@storybook\client-api\dist\esm\types.js
<s> [webpack.Progress] 23% building 111/125 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\check-correctness-of-iteration.js
<s> [webpack.Progress] 23% building 112/125 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\check-correctness-of-iteration.js
<s> [webpack.Progress] 23% building 112/126 modules 14 active css C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-scripts\node_modules\css-loader\dist\cjs.js??ref--9-oneOf-4-1!C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-scripts\node_modules\postcss-loader\src\index.js??postcss!C:\Users\mark\Desktop\sandbox\taskbox\src\index.css 0
<s> [webpack.Progress] 23% building 113/126 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\check-correctness-of-iteration.js
<s> [webpack.Progress] 23% building 114/126 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\check-correctness-of-iteration.js
<s> [webpack.Progress] 23% building 115/126 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\check-correctness-of-iteration.js
<s> [webpack.Progress] 23% building 116/126 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\check-correctness-of-iteration.js
<s> [webpack.Progress] 24% building 117/126 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\check-correctness-of-iteration.js
<s> [webpack.Progress] 24% building 117/127 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\babel-preset-react-app\node_modules\@babel\runtime\regenerator\index.js
<s> [webpack.Progress] 24% building 117/128 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\airbnb-js-shims\target\es5.js
<s> [webpack.Progress] 24% building 117/129 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-links\dist\esm\constants.js
<s> [webpack.Progress] 24% building 117/130 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\ts-dedent\dist\index.js
<s> [webpack.Progress] 24% building 118/130 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\ts-dedent\dist\index.js
<s> [webpack.Progress] 24% building 119/130 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\ts-dedent\dist\index.js
<s> [webpack.Progress] 24% building 120/130 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\ts-dedent\dist\index.js
<s> [webpack.Progress] 24% building 120/131 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\engine-v8-version.js
<s> [webpack.Progress] 24% building 121/131 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\engine-v8-version.js
<s> [webpack.Progress] 24% building 122/131 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\engine-v8-version.js
<s> [webpack.Progress] 24% building 122/132 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\well-known-symbol.js
<s> [webpack.Progress] 24% building 123/132 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\well-known-symbol.js
<s> [webpack.Progress] 24% building 124/132 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\well-known-symbol.js
<s> [webpack.Progress] 25% building 125/132 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\well-known-symbol.js
<s> [webpack.Progress] 25% building 125/133 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\instrumenter\dist\esm\instrumenter.js
